datetime,article
2019.04.1213:52,▶박종수씨 별세 박한용삼성전자 중남미총괄 부장ㆍ성용ㆍ세용씨 부친상11일 서울아산병원 장례식장 발인 13일 오전 7시. 0230102000
2019.04.1100:02,김성근         삼성전자가 10일 올 상반기 ‘삼성미래기술육성사업’ 연구 과제 총 44개를 발표했다. 올 상반기에 총 617억원 연구비를 지원한다. 기초과학분야에선 이자일 울산과학기술원UNIST 생명과학부 교수팀의 ‘크로마틴 구조에서 DNA 손상 복구 메커니즘 연구’등 16개가 선정됐다. 소재기술 분야에서는 정현석 성균관대 신소재공학과 교수의 중금속·유기물 등 각종 수질 오염원을 한 번에 정화할 수 있는 필터를 개발하는 ‘멀티 오염물 제거 다기능 필터’ 연구등 총 11개가 선정됐다. ICT 분야에선17개 과제가 선정됐다. 김태현 서울대 컴퓨터공학부 교수팀은 ‘머신 러닝을 통해 새로운 양자 알고리즘 개발과 하드웨어 최적화 연구’를 통해 양자 컴퓨터 분야의 연구 저변 확대에 나선다. 재단 이사장도 새로이 선임했다. 삼성미래기술육성재단은 지난 9일 이사회를 열고 김성근 서울대 교수화학부를 신임 이사장으로 내정했다. 신임 김성근사진 이사장은 주무부처인 과학기술정보통신부의 승인 후 정식 임명될 예정이다.
2019.04.0600:21,삼성전자가 5일 밝힌 올 1분기 잠정 영업이익6조2000억원은 전년 같은 기간15조6400억원 대비 60 감소한 수치다. 액수로는 9조4400억원이나 줄었다. 매출액도 52조원으로 14 감소했다. 수치만 보면 ‘어닝 쇼크’로 불릴 수준이다.       올 1분기 6조2000억원 … 60 금감아이폰 부진 영향 디스플레이 악화하반기 인텔 새 CPU가 회복 관건   급감한 실적에도 주가는 비교적 선방했다. 5일 삼성전자 주가는 전일 대비 0.21 내린 4만6850원에 장을 마쳤다. 지난달 26일 삼성전자가 이례적인 사전 공시로 ‘예방 주사’를 놓은 까닭이다. 시장 컨센서스 역시 ‘8조원→7조원→6조원’ 대로 지속적으로 떨어져 왔다.             그래픽이정권 기자 gagajoongang.co.kr         삼성전자 안팎에선 올 1분기에 반도체보다 디스플레이 부문에서 예상 밖 손실이 컸던 것으로 보고 있다. 애플 아이폰의 판매 부진 중국 발 액정LCD 공급 과잉 여파를 삼성디스플레이가 그대로 떠안았기 때문이다. 노근창 현대차증권 리서치센터장은 “1분기 신형 아이폰 판매량이 전분기 대비 70 떨어지면서 아이폰에 납품하는 삼성디스플레이가 타격을 받았다”고 말했다. 증권 업계에선 삼성디스플레이가 올 1분기 수천억원 대 영업적자를 낸 것으로 관측하고 있다. 익명을 요구한 한 업계 관계자는 “대형 패널 시장에서 유기발광다이오드OLED가 아닌 LCD에만 집중했던 삼성전자가 전략적 선택을 할 시기가 다가온 것으로 보인다”고 말했다. 삼성전자는 LCD 패널에 퀀텀닷을 입힌 QLED TV를 주력 상품으로 내세우고 있다.          이날 부문별 실적은 공개되지 않았지만 반도체 부문의 영업이익은 4조2000억원 수준으로 점쳐진다. 지난해 1분기약 11조원와 비교하면 절반 수준에 미치지 못하지만 D램 가격 하락 수준에 비하면 선방했다는 반응이다. 삼성전자의 경쟁사인 SK하이닉스 역시 지난해 12월 최태원 SK 회장이 올해 업황 전망과 관련 “비정상의 정상화”를 언급했다. 송명섭 하이투자증권 연구원은 “기관 투자자들은 만약 1분기 영업이익이 6조원 미만으로 나오면 부정적인 것으로 바라봤다”며 “5일 발표된 영업 이익은 아주 부정적이진 않은 수준으로 아마존이 제기한 서버 D램 불량 문제도 손실이 일각에서 제기한 ‘8조원 대 규모’는 아니었던 것으로 보인다”고 설명했다.          하지만 2018년 하반기까지 이어졌던 반도체 ‘수퍼 사이클초호황’ 1막은 끝난 것이 확실해보인다. 앞으로의 전망 역시 어둡다. D램익스체인지는 “재고가 줄지 않으면서 반도체 가격 하락을 부추기고 있다”며 “가격 하락세가 올해 2분기까지라던 기존 전망을 3분기까지도 D램 가격이 내려갈 수 있다는 쪽으로 수정한다”고 밝혔다. 메모리 반도체가 주된 수익원인 삼성전자 입장에선 바람직하지 않은 시나리오다. 노근창 센터장은 “반도체도 어렵지만 아이폰과 화웨이의 스마트폰 출하량을 감안해보면 삼성 모바일사업 역시 실적이 마냥 상승하긴 어려울 수 있다”며 “인텔이 차기 CPU를 내놓는 3분기가 돼야 실적 반등의 열쇠를 찾을 수 있을 것”이라고 내다봤다.          김영민 기자 bradkimjoongang.co.kr
2019.04.0510:57,그래픽김현서 기자 kim.hyeonseo12joongang.co.kr         삼성전자가 5일 밝힌 올 1분기 잠정 영업이익6조2000억원은 전년 같은 기간 대비15조6400억원 대비 60 감소한 수치다. 액수로는 9조4400억원이나 줄었다. 수치만 보면 ‘어닝 쇼크’로 불릴 수준이다.          급감한 실적 하락에도 주가는 비교적 선방하고 있다. 5일 오전 삼성전자 주가는 전일 대비 0.1 하락한 4만6900원 안팎에 거래되고 있다.앞서 지난달 26일 삼성전자가 이례적인 사전 공시로 ‘예방 주사’를 놓은 까닭이다. 시장 컨센서스 역시 ‘8조원→7조원→6조원’ 대로 지속적으로 떨어져 왔다.             그래픽김현서 kim.hyeonseo12joongang.co.kr    아이폰 판매 부진→삼성디스플레이 실적 악화     삼성전자 안팎에선 반도체보다 디스플레이 부문에서 올 1분기 예상 밖 손실이 컸던 것으로 보고 있다. 애플 아이폰의 판매 부진 중국 발 액정LCD 공급 과잉 여파를 삼성디스플레이가 그대로 떠안았기 때문이다.          노근창 현대차증권 리서치센터장은 “아이폰 판매량이 전분기 대비 70 떨어지면서 아이폰에 납품하는 삼성디스플레이가 타격을 받았다”고 말했다.증권 업계에선 삼성디스플레이가 올 1분기 수천억원 대 영업적자를 낸 것으로 관측하고 있다.             아이폰XS 판매 저조로 애플에 OLED 디스플레이를 납품하는 삼성디스플레이가 큰 타격을 받은 것으로 보인다. 사진 씨넷         익명을 요구한 한 업계 관계자는 “대형 패널 시장에서 유기발광다이오드OLED가 아닌 LCD에만 집중했던 삼성전자가 전략적 선택을 할 시기가 다가온 것으로 보인다”고 관측했다. 삼성전자는 LCD 패널에 퀀텀닷양자점을 입힌 QLED TV를 주력 상품으로 내세우고 있다.          반도체 초호황 일단 숨고르기…4조원대 영업이익     이날 부문별 실적은 공개되지 않았지만 반도체 부문의 영업이익은 4조2000억원 수준으로 점쳐진다. 지난해 1분기약 11조원와 비교하면 절반 수준에 미치지 못하지만 D램 가격 하락 수준에 비하면 선방했다는 반응이다.삼성전자의 경쟁사 격인 SK하이닉스 역시 지난해 12월 최태원 SK 회장이 2019년 업황 전망과 관련 “비정상의 정상화”를 언급했다.             그래픽차준홍 기자 cha.junhongjoongang.co.kr         송명섭 하이투자증권 연구원은 “기관 투자자들은 만약 1분기 전체 영업이익이 6조원대 미만으로 나오면 부정적인 것으로 바라봤다”며 “5일 발표된 영업 이익은 아주 부정적이진 않은 수준으로 서버 D램 불량 문제도 조 단위로 커질 문제는 아니었던 것으로 보인다”고 설명했다.           하지만 2018년 하반기까지 이어졌던 반도체 수퍼 사이클초호황 1막은 끝난 것이 확실해보인다. 글로벌 클라우드 1위 업체인 아마존웹서비스AWS가 삼성전자에 제기한 서버용 D램 품질 클레임도 삼성전자 반도체 부문엔 위협요소다. 다만 역시 일각에서 제기한 대로 ‘8조원 대 손실’ 규모는 아닐 전망이다.          하반기 인텔 신규 CPU 출시가 실적 회복 관건     앞으로의 전망 역시 어둡다. D램익스체인지는 “재고가 줄지 않으면서 반도체 가격 하락을 부추기고 있다”며 “가격 하락세가 올해 2분기까지라던 기존 전망을 수정해 3분기까지도 D램 가격이 내려갈 수 있다고 전망한다고 밝혔다. 칩셋이 주된 수익원인삼성전자 입장에선 바람직하지 않은 시나리오다.          노근창 리서치센터장은 “반도체도 어렵지만 아이폰과 화웨이의 스마트폰 출하량을 감안해보면 삼성 모바일사업 역시 실적이 마냥 상승하긴 어려울 수 있다”며 “인텔이 차기 CPU를 내놓는 3분기가 돼야 실적 반등의 열쇠를 찾을 수 있을 것”이라고 내다봤다.          김영민 기자 bradkimjoongang.co.kr
2019.04.0509:51,삼성전자가 올해 1분기 ‘어닝쇼크급격한 실적악화’ 수준의 실적 발표에 5일 증시에서 소폭 하락했다.             삼성전자 갤럭시S10 5G 모델 예약판매가 시작된 지난 1일 서울 광화문 KT매장. 뉴스1          삼성전자의 주가는 이날 증시 개장과 함께 전날과 같은 4만6950원에 출발했다. 오전 9시 1분쯤 오름세로 돌아선 뒤 장중 한때 전날보다 600원1.2 오른 4만7550원까지 상승했다.          하지만 오전 9시23분쯤 내림세로 돌아선 뒤 장 마감까지 등락을 거듭했다. 결국 전날보다 100원0.21 내린 4만6850원에 마감했다.          삼성전자는 이날 증시 개장 전인 오전 8시34분쯤 한국거래소에 올해 1분기 잠정 실적연결 재무제표 기준을 공시했다.          삼성전자의 1분기 매출액은 52조원으로 전년 동기보다 14 줄었고 영업이익은 6조2000억원으로 60.4 감소했다. 분기 기준 영업이익은 2016년 3분기5조2000억원 이후 2년 6개월 만에 가장 낮았다.          이날 코스피 지수는 외국인의 매수세 힘입어 소폭 오름세를 보였다. 코스피는 전날보다 3.08포인트0.14 오른 2209.61로 마감했다.          지난달 29일 이후 엿새 연속 상승세다. 엿새간 지수 상승폭은 81.51포인트를 기록했다.          이날 증시 개장과 함께 오름세로 출발한 코스피는 거의 오름세를 유지했다. 장중 한때 2214.82까지 상승하기도 했다.          코스닥도 소폭 오름세였다. 이날 코스닥 지수는 전날보다 0.13포인트0.02 오른 751.71로 거래를 마쳤다.          주정완 기자 jwjoojoongang.co.kr
2019.04.0508:41,연합뉴스         삼성전자는 올 1분기 매출 52조원에 영업이익 6조2000억원을 올렸다고 5일 공시했다.          매출은 전 분기59조2700억원보다 12.3 지난해 같은 기간60조5600억원보다 14.1 각각 감소했다.          영업이익은 전 분기10조8000억원보다 42.6 줄었고 1년 전15조6400억원보다는 60.4나 급감했다.          지난 2016년 3분기5조2000억원 이후 10분기 만에 최저치로 분기 영업이익이 10조원 이하로 떨어진 것은 2017년 1분기9조9000억원 이후 처음이다. 역대 최고 기록이었던 지난해 3분기17조5700억원와 비교하면 3분의 1수준이다.          채혜선 기자 chae.hyeseonjoongang.co.kr
2019.04.0416:58,이종배 자유한국당 의원은 4일 기자회견을 열어 “박영선 중소벤처기업부 장관 후보자 남편의 로펌이 삼성으로부터 수백억원가량의 수임료를 받았다”고 주장했다. 그러면서 미국 변호사인 박 후보자의 배우자 이모씨가 소속된 로펌DLA파이퍼의 수임 목록13건20082018년을 공개했다.             이종배 자유한국당 의원오른쪽과 김용남 전 새누리당한국당의 전신 의원이 4일 오전 서울 여의도 국회에서 기자회견을 갖고 박영선 중소벤처기업부 장관 후보자의 추가의혹을 제기하고 있다.뉴스1              이 의원은 “박 후보자는 삼성 저격수로 활약하며 공직을 이용해 뒤로는 돈을 챙기는 그런 역할을 한 것으로 보여진다. 이런 사례를 확인했다”고 주장했다. 기자회견에 함께 나온김용남 한국당 좌파독재저지특별위원회 위원이 그 근거를 설명했다.          김 위원은 박 후보자의 남편 이 변호사가 소속된 로펌 ‘DLA파이퍼’가 2008년부터 수임한 삼성 관련 사건 목록을 공개하고 사건을 수임하게 된 경위에 대한 의혹을 제기했다.          김위원은“제보에 따르면 이 변호사가 삼성 그룹 미래전략실에서 대관업무를 담당하는 이모 부사장에게 연락해서 ‘이번에 미국에서 벌어진 소송 관련 사건 좀 보내라’고 얘기하면 이 부사장이 그룹 내에서 ‘우리가 박영선에 덜 물어뜯기려면 도와줘야 한다’는 취지로 최고경영진 설득해 사건을 보내주게 됐다”고 말했다.          김 위원은 “현재 13건을 확인했고 더 많은 사건이 있을 거로 생각된다. 건당 수임료가 수억수십억 원에 이르는 사건이며 13건의 사건만 해도 수임료 총액이 수백억 원에 이를 것으로 추정된다”고 주장했다. 김 위원은 “박 후보자가 그토록 열심히 삼성의 문제를 지적하고 비판하며 삼성 저격수로 활동한 것이 사실은 흔히 얘기하는 ‘공동지갑’인 남편의 사건 수임을 도와주기 위한 활동이 아니었나 하는 의구심을 지울 수 없다”고 덧붙였다. 김 위원은‘이 변호사의 로펌이 소송을 수임했다고 이 변호사가 수익을 가져가느냐’는 질문에 “로펌 운영이 그렇게 된다”고 했다.          DLA 파이퍼 서울사무소의 인터넷 홈페이지에는 ‘이 변호사는 2008년부터 동경 사무소에 근무했고 2013년 서울사무소를 개설하면서 귀국해 현재 한국 총괄 대표를 맡고 있다’는 이력이 정리돼 있다.          하지만 박영선 후보자 측은“이 변호사는 삼성전자 일을 한 적이 없다. 이는 삼성전자 측에 확인하면 될 것”이라고 반박했다. 삼성전자도 의혹을 부인했다. 삼성전자 측은 “이 변호사가 로펌 ‘DLA파이퍼’에 입사하기 훨씬 전부터 해당 로펌에 특허 소송 등을 위임해 왔다”고 밝혔다. 또 “삼성전자의 소송 위임이나 수행은 로펌 ‘DLA파이퍼’ 미국 본사와 직접 진행한 것”이라며 “그 과정에서 이 변호사나 이 변호사가 소속된 사무소도쿄·한국가 관여한 적이 없다”고 밝혔다.     임성빈 기자 im.soungbinjoongang.co.kr
2019.04.0416:37,연합뉴스         박영선 중소벤처기업부 장관 후보자의 남편인 이원조 변호사가 삼성으로부터 수임료를 챙겼다는 의혹에 대해 삼성전자 측이 4일 공식 부인했다.           앞서 이날 이종배 자유한국당 의원은 국회에서 기자회견을 열고 이원조 변호사가 2008년부터 지난해 4월까지 외국계 로펌에서 근무하면서 삼성 관련 사건을 13건 수임했다고 주장했다.           이날 기자회견에 동석한 김용남 전 국회의원은 이 변호사가 삼성 미래전략실에 소송사건을 요구하면 대관업무를 보는 담당 부사장이 박영선 의원에게 덜 물어뜯기려면 도와줘야 한다고 경영진을 설득해 사건을 보내줬다고 주장했다.           이에 대해 삼성전자는 이 변호사가 글로벌 로펌 DLA파이퍼DLA PIPER에 입사하기 전부터 해당 로펌에 특허 소송 등을 위임해왔다고 설명했다.           이어 삼성전자의 소송 위임이나 수행은 DLA파이퍼 미국 본사와 직접 진행한 것이며 그 과정에서 이 변호사나 이 변호사가 소속된 사무소도쿄 한국가 관여한 적이 없다고 밝혔다.           DLA파이퍼는 4000명 이상의 변호사가 전 세계 40개 이상의 국가 80개 이상의 사무소에서 종합 법률 서비스를 제공하는 국제적인 로펌이다. 이 변호사는 2008년 DLA파이퍼의 일본 사무소를 거쳐 현재 DLA파이퍼 한국총괄 대표로 근무중이다.           홍수민 기자 suminjoongang.co.kr
2019.04.0400:02,코스피·코스닥 상장사들의 외형매출액은 커졌지만 수익성은 오히려 나빠졌다. 코스닥에선 상장사 세 곳 중 한 곳꼴36.56로 적자를 면치 못했다.       작년 코스피·코스닥 기업 실적539곳 영업이익도 전년비 4.57삼성전자 포함 매출은 4.76 늘어코스닥 기업은 3곳 중 1곳꼴 적자   3일 한국거래소와 한국상장회사협의회가 12월 결산 코스피 상장사 540곳금융업 제외을 분석한 결과 이들 기업의 지난해 매출액연결 재무제표 기준은 1894조7000억원으로 전년보다 4.76 증가했다. 영업이익은 157조7000억원으로 0.32 늘었지만 순이익은 108조원으로 6.72 감소했다.             그래픽차준홍 기자 cha.junhongjoongang.co.kr         매출액에서 영업이익이 차지하는 비율은 8.32로 전년보다 0.37포인트 낮아졌다. 상장사들이 100원어치를 팔면 각종 영업비용을 제외하고 8.32원을 벌었다는 얘기다. 매출액에서 순이익이 차지하는 비율은 5.7로 1년 전보다 0.7포인트 하락했다.          시가총액 1위 기업인 삼성전자는 지난해 매출액 243조8000억원연결 기준 1.75 증가에 영업이익 58조9000억원9.77 증가을 기록했다. 영업이익 2위는 SK하이닉스20조8000억원 3위는 포스코5조5000억원였다.          삼성전자를 뺀 코스피 상장사 539곳의 지난해 영업이익은 98조8000억원으로 전년보다 4.57 줄었다. 순이익은 63조6000억원으로 13.51 쪼그라들었다. 특히 현대상선5600억원·삼성중공업4100억원·한국전력2100억원 등은 큰 폭의 영업적자를 냈다.          코스피 상장사 중 매출 증가율개별 기준이 가장 높았던 곳은 의자를 만드는 회사인 시디즈였다. 이 회사의 지난해 매출액은 1409억원으로 전년125억원보다 1025 증가했다. 극동유화129·LS110·진양홀딩스110 등도 100 넘게 매출이 늘었다.          코스피 상장사 중 영업이익률 증가 1위개별 기준는 염료와 사카린 등을 생산하는 경인양행이었다. 이 회사의 지난해 영업이익은 120억원으로 전년1억6000만원보다 7400 늘었다. 대기업 중에선 삼성SDI가 전년보다 3200 늘어난 5500억원의 영업이익을 기록했다.          매출액에서 영업이익이 차지하는 비율로는 SK하이닉스51.54가 1위를 차지했다. 100원어치를 팔면 그 중 51.54원의 영업이익을 냈다는 뜻이다.          증시 전문가들은 세계 경기가 둔화하는 흐름 속에서 반도체 수출이 부진한 상황이어서 올해 상장사들의 전반적인 실적은 지난해보다 좋지 않을 것으로 내다봤다. 서영호 KB증권 리서치센터장은 “올해 코스피 상장사 전체의 영업이익은 19 순이익은 16.5 감소할 것”이라고 예상했다.          12월 결산 코스닥 상장사 911곳의 지난해 매출액은 169조1000억원연결 기준으로 전년보다 4.69 늘었다. 영업이익은 8조4000억원으로 11.58 순이익은 4조3000억원으로 8.66 줄었다. 코스닥 상장사 중 매출액 1위는 성우하이텍3조4570억원 영업이익 1위는 다우데이타3620억원였다.          지난해 적자를 기록한 코스닥 상장사는 333곳으로 전체의 36.56에 달했다. 적자기업 비중은 전년33.29보다 3.27포인트 커졌다. 특히 인터플렉스660억원와 신라젠590억원은 큰 폭의 영업적자를 기록했다. 오현석 삼성증권 리서치센터장은 “적자를 내도 기술력이 좋은 기업을 특례로 상장시키는 정책적인 의도가 반영된 영향도 있다”고 말했다.          정용환 기자 jeong.yonghwan1joongang.co.kr
2019.04.0111:48,삼성전자가 세계 최초 5G 스마트폰 갤럭시S10 5G를 5일 국내에서 처음으로 출시한다고 1일 밝혔다.갤럭시S10 5G는 기존 LTE 대비 최대 20배 빠른 전송 속도 초저지연 초연결성이 특징이다. 다양한 멀티미디어 콘텐트를 보다 빠르게 다운로드 받아볼 수 있으며 영상 통화도 선명한 4K 화질로 쾌적하게 즐길 수 있다.갤럭시 S10 5G는 전면 듀얼 카메라와 후면 쿼드 카메라까지 총 6개의 카메라를 탑재했다.후면에 삼성전자 최초로 적외선 기술을 활용한 3D 심도 카메라를 적용해 실시간으로 영상에 보케 효과를 주는 라이브 포커스 동영상은 물론 AR 기반으로 물체의 길이 등을 측정하는 간편 측정 기능을 제공한다.또 5G 무선통신 기술을 빠른 처리 속도로 최상의 환경에서 경험할 수 있도록 8GB RAM을 기본 탑재했고 고성능 앱 프로세서AP 4500mAh의 대용량 배터리 25W의 급속 충전을 지원한다.갤럭시 S10 5G는 256GB 512GB의 두 가지 내장 메모리 모델로 출시된다.256GB 모델은 크라운 실버·마제스틱 블랙·로얄 골드의 총 3가지 색상으로 가격은 139만7000원이다.512GB 모델은 크라운 실버·마제스틱 블랙 2가지 색상으로 가격은 155만6500원이다.삼성전자는 5일부터 16일까지 갤럭시S10 5G를 개통한 고객을 대상으로 인이어 무선 이어폰 갤럭시 버즈 무선충전듀오와 무선충전 배터리팩 5G 로고 케이스로 구성된 무선 충전 패키지 최신 스마트워치 갤럭시 워치 액티브 9만원 구매 쿠폰 중 하나의 혜택을 제공한다.또 1년 1회에 한해 디스플레이 파손 교체 비용의 50 현장 할인 서비스와 리니지M 스페셜 아이템을 제공한다.삼성전자는 5G 이동통신을 다양한 콘텐트로 실감나게 즐길 수 있는 특별한 제휴 서비스도 제공한다.갤럭시S10 5G 구매 후 6월 30일까지 신청 고객을 대상으로 100종 이상의 게임을 스마트폰에 다운로드받지 않아도 바로 즐길 수 있는 해치 프리미엄 3개월 무료 이용권과 실시간 4K 방송 스트리밍을 지원하는 카메라파이 라이브 올인원 6개월 무료 이용권을 제공한다.카메라파이 라이브 올인원은 UHD 화질의 실시간 라이브 스트리밍 자동으로 인물을 인식해 여러 대의 카메라를 사용하는 효과를 지원하는 멀티플샷 123도 초광각 카메라 라이브 방송 등의 특화 기능을 제공한다.삼성전자는 4월 갤럭시S10 5G를 구매한 고객이 기존 스마트폰을 반납할 경우 중고 매입 시세 대비 최대 2배 보상해주는 이벤트를 진행한다.기존 이동통신사 모델뿐 아니라 공시 지원금 등 혜택을 동일하게 받으면서도 소비자가 원하는 애플리케이션만 선택해 설치할 수 있는 모델로도 출시된다. 자급제 모델로도 출시된다.권오용 기자 kwon.ohyongjtbc.co.kr
2019.03.3108:00,한국 대표기업인 현대자동차와 삼성전자가 내달 914일 이탈리아 밀라노에서 열리는 세계 최대 디자인 박람회 ‘밀라노 디자인 위크’에 참석한다.          현대차가 본사 차원으로 밀라노 디자인 위크에 참가하는 건 2015년 이후 4년 만이다. 매년 참가하는 삼성전자는 23년 만에 재해석한 디자인 철학을 선포한다.          현대차는 2013년과 2015년에 이어 3번째로 밀라노 디자인 위크를 찾는다. 2013년엔 당시 디자인 철학이던 ‘플루이딕 스컬프처Fluidic Sculpture’를 선보였고 2015년엔 이를 예술작품으로 승화시킨 ‘헬리오 커브Helio Curve’를 전시했다.        현대자동차가 2015년 밀라노 디자인 위크에서 전시한 헬리오 커브 사진 현대자동차               올해 밀라노 디자인 위크에선 ‘스타일 셋 프리Style Set Free’를 주제로 전시관을 운영한다. ‘스타일 셋 프리’는 지난 1월 미국 라스베이거스에서 열린 세계 최대 소비자 가전전시회 ‘CES 2019’에서 발표한 현대차의 새로운 고객 경험UX 방향성이다.           디자인 철학을 넘어 고객 라이프 스타일에 맞춰 공간과 하드웨어 콘텐트를 자유롭게 구성할 수 있게 한다는 게 ‘스타일 셋 프리’의 기본 개념이다. 조원홍 현대차 고객경험본부장은 “이번 밀라노 디자인 위크에서 자동차가 어떻게 개인의 거주공간이 될 수 있게 하는지 보여줄 것”이라고 말했다.        현대자동차는 내달 열리는 밀라노 디자인 위크에서 새로운 고객경험 방향성UX인 스타일 셋 프리를 주제로 전시한다. 사진은 현대자동차 전시관 조감도. 사진 현대자동차              박람회 기간 현대차는 영국 라이프스타일 매거진인 모노클과 컬래버레이션해 전시관을 운영한다. 이상엽 현대차디자인센터장은 타일러 브륄레 모노클 편집장 네덜란드 건축가 비니 마스 등과 패널 토론도 갖는다.          삼성전자는 밀라노 디자인 위크에서 지난 19일 재해석해 공개한 자사의 디자인 철학 ‘Be Bold. Resonate with Soul대담하라. 영혼과 교감하라을 주제로 전시한다.           삼성전자가 디자인 철학을 재해석한 건 1996년 이후 23년 만이다. 기존에는 Inspired by Humans Creating the Future사용자에서 출발해 미래를 담아낸다’는 디자인 철학을 표방했다. 디자인 경영을 중시하는 삼성전자는 매년 밀라노 디자인 위크에 참석해 왔다.             삼성전자가 지난 19일 공개한 새 디자인 철학 ‘Be Bold. Resonate with Soul대담하라. 영혼과 교감하라. 삼성전자는 올해 밀라노 디자인 위크에서 이를 기반으로 한 다양한 활동을 펼친다. 삼성전자 디자인 홈페이지 캡처         2005년 이건희 회장이 밀라노 디자인 위크에 참석해 디자인 혁명을 강조한 ‘밀라노 선언’을 한 뒤 삼성전자는 디자인경영센터를 만들어 제품 디자인과 사용자 경험에 공을 들여왔다. 국내 제조업체들이 밀라노 디자인 워크에 참가하는 물꼬를 튼 것도 삼성전자다.           제조업체들이 밀라노 디자인 박람회에 공을 들이는 건 개성을 중시하는 밀레니얼 세대의 사용자 경험 취향을 따라잡기 위해서다. 트렌드에 민감하고 구매력을 갖춘 이들을 사로잡지 않고선 기업의 미래가 없다는 의미다.           현대차 관계자는 “올해 ‘스타일 셋 프리’라는 새로운 사용자 경험 방향성을 제시한 만큼 세계 최대 디자인 박람회를 통해 현대차의 철학을 보여주는 기회가 될 것”이라고 말했다.          이동현 기자 offrampjoongang.co.kr
2019.03.3000:21,룰루랩은 지난 16일 이탈리아 볼로냐에서 열린 세계 최대 뷰티 박람회 ‘코스모프로프’에 초청받아 국내 기업 최초로 컨퍼런스를 열었다. 이 회사가 개발한 ‘루미니’는 10초 안에 피부 상태를 분석해 최적의 화장품을 추천해주는 인공지능AI 기반 피부 관리 서비스다. 룰루랩은 삼성전자의 사내외 벤처 지원 프로그램 C랩 출신 스타트업이다.       AI 피부 관리 AR 칫솔 업체 두각5년간 500개 과제 지원하기로   삼성전자가 2012년 C랩 제도를 도입한 이후 분사한 스타트업이 잇따라 성과를 내고있다. 키튼플래닛은 내달 미국과 유럽에 스마트 칫솔 ‘브러쉬몬스터’를 출시한다. 증강현실AR을 통해 올바른 양치를 돕는 전동칫솔이다. 프랑스 명품 브랜드 에스티듀퐁과 협업으로 허리둘레 등을 체크해주는 스마트벨트를 개발한 웰트 스마트 육아용품을 선보인 모닛 등도 C랩 출신이다. 삼성전자는 앞으로 5년간 500개 스타트업 과제를 지원하겠다고 밝혔다. 이와 함께 청년 소프트웨어 인력 육성 스마트공장 보급 등에 나선다.          이는 삼성전자가 지난해 8월 공개한 경제 활성화 일자리 창출 방안의 일부다. 삼성은 앞으로 3년간 180조원을 신규 투자해 70만 명의 직간접 고용유발 효과를 불러올 방침이다.          김창우 기자 changwoo.kimjoongang.co.kr
2019.03.2907:00,연합뉴스 제공삼성전자가 1분기 어닝 쇼크에 우려의 목소리가 높다.삼성전자가 지난 26일 자율 공시를 통해 1분기 실적이 시장 기대치를 하회할 것이라고 밝혔다. 공시를 통해 실적 전망치에 대한 기준점을 제시한 것은 이번이 처음이다.이에 증권가에서는 삼성전자의 실적 기대치 하회 이슈가 일시적이기보다 지속적일 가능성이 높다는 전망까지 나왔다.김선우 메리츠종금증권 연구원은 “메모리 업황 내 공급 증가 속도는 끝없는 재고 부담으로 이어지는 상황”이라고 분석했다. 과거 메모리 다운 사이클에서 제품 가격 하락이 탄력적 수요 증가를 촉진시키며 저점을 앞당겨 왔다면 이번 사이클에서는 그 작용 원리가 작동하지 않는다는 것이다.디스플레이 역시 갤럭시S10의 판매 호조에도 애플의 주문 감소가 실적 부진을 야기한다고 했다. 김 연구원은 “하반기에는 애플의 신제품 효과가 기대되지만 반대로 갤럭시 플래그십 모델에서 수익성 감소가 발생할 수 있다”며 “이는 IM사업부에도 영향을 미칠 전망”이라고 말했다.이에 증권가에서는 삼성전자 1분기 영업이익은 6조2350억원으로 전 분기보다 42.3 줄고 매출은 53조9500억원으로 9.0 감소할 것이라는 전망이 나왔다.한화투자증권은 삼성전자의 1분기 예상 영업이익을 기존 대비 10 하향 조정했다.2분기에 회복세를 보일 것이라는 전망도 있지만 이마저 상대적 효과라는 시각이다.김운호 IBK투자증권 연구원은 “이르면 2분기부터 수익성 회복이 가능할 수도 있지만 2분기가 좋아서가 아니라 1분기 부진이 예상보다 너무 커서 1분기가 연내 저점일 가능성이 커지기 때문”이라고 설명했다.다만 투자자들에게 투명한 정보를 제공하고 실적 발표 시 시장 충격을 완화시켜 준다는 측면에서는 긍정적이라는 평가가 나왔다.이순학 한화투자증권 연구원은 “1분기 실적이 예상보다 좋지 않지만 오히려 실적 바닥을 확인하고 있다는 측면에서 주가에는 긍정적 영향을 미칠 것”이라며 “현시점에서 매수 전략이 유효하다”고 말했다.삼성전자의 공시 여파로 전날 4만5500원이었던 삼성전자 주가는 지난 26일 250원0.55 내려 4만5250원에 장을 마쳤다. 하지만 다음 날인 27일에는 4만5350원으로 100원.022 오르며 장을 마감했다.권지예 기자kwon.jiyejtbc.co.kr
