datetime,open,high,low,close,volume,prev,sub,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20
2018-11-3010:00,43100,43150,43050,43100,40254,0,,-0.0009341151440966248,0.0022031258997568547,0.009646543096809505,0.001821431528141037,-0.0039834414675725995,-0.004963285305511272,0.009014345430956536,0.001460589247270086,-0.004323134081748126,-3.458101233552288e-05,-0.0038862652682454977,0.0008559711276283055,0.004748773680948527,-0.0038639775867921815,0.002304881925707829,-0.007773244478120312,-0.0022761212189484803,0.00570116826230117,-0.0013394931797697015,-0.004379171456379531
2018-11-3010:00,43100,43150,43050,43100,40254,0,,-0.0009341151440966558,0.0022031258997568166,0.00964654309680952,0.0018214315281410215,-0.003983441467572588,-0.004963285305511243,0.00901434543095653,-0.00432313408174813,0.0014605892472700714,-3.458101233549656e-05,-0.0038862652682454973,0.000855971127628324,0.0047487736809484985,0.0023048819257078467,-0.0038639775867921663,-0.007773244478120318,-0.002276121218948474,0.005701168262301178,-0.0013394931797697082,-0.004379171456379529
2018-11-3009:43,43650,43650,43450,43550,117529,-100,,-0.0009341151440966558,0.0022031258997568166,0.00964654309680952,0.0018214315281410215,-0.003983441467572588,-0.004963285305511243,0.00901434543095653,-0.00432313408174813,0.0014605892472700714,-3.458101233549656e-05,-0.0038862652682454973,0.000855971127628324,0.0047487736809484985,0.0023048819257078467,-0.0038639775867921663,-0.007773244478120318,-0.002276121218948474,0.005701168262301178,-0.0013394931797697082,-0.004379171456379529
2018-11-2911:32,43200,43250,43200,43250,4648,50,,-0.0009341151440966558,0.0022031258997568166,0.00964654309680952,0.0018214315281410215,-0.003983441467572588,-0.004963285305511243,0.00901434543095653,-0.00432313408174813,0.0014605892472700714,-3.458101233549656e-05,-0.0038862652682454973,0.000855971127628324,0.0047487736809484985,0.0023048819257078467,-0.0038639775867921663,-0.007773244478120318,-0.002276121218948474,0.005701168262301178,-0.0013394931797697082,-0.004379171456379529
2018-11-2911:00,43200,43250,43200,43250,40542,50,,-0.0009341151440966301,0.0022031258997568448,0.009646543096809509,0.0018214315281410332,-0.003983441467572602,-0.00496328530551126,0.009014345430956541,-0.004323134081748119,0.0014605892472700863,-0.0038862652682454986,-3.458101233551693e-05,0.0008559711276283126,0.00474877368094851,0.002304881925707836,-0.003863977586792177,-0.007773244478120324,-0.00227612121894848,0.005701168262301176,-0.0013394931797697034,-0.004379171456379534
2018-11-2910:53,43300,43300,43250,43250,5429,-50,,-0.0009341151440966301,0.0022031258997568448,0.009646543096809509,0.0018214315281410332,-0.003983441467572602,-0.00496328530551126,0.009014345430956541,-0.004323134081748119,0.0014605892472700863,-0.0038862652682454986,-3.458101233551693e-05,0.0008559711276283126,0.00474877368094851,0.002304881925707836,-0.003863977586792177,-0.007773244478120324,-0.00227612121894848,0.005701168262301176,-0.0013394931797697034,-0.004379171456379534
2018-11-2909:52,43550,43550,43500,43500,6306,-50,,-0.0009341151440966301,0.0022031258997568448,0.009646543096809509,0.0018214315281410332,-0.003983441467572602,-0.00496328530551126,0.009014345430956541,-0.004323134081748119,0.0014605892472700863,-0.0038862652682454986,-3.458101233551693e-05,0.0008559711276283126,0.00474877368094851,0.002304881925707836,-0.003863977586792177,-0.007773244478120324,-0.00227612121894848,0.005701168262301176,-0.0013394931797697034,-0.004379171456379534
2018-11-2710:00,42500,42550,42500,42550,6649,50,,-0.0009341151440966367,0.0022031258997568188,0.009646543096809512,0.0018214315281410427,-0.003983441467572608,-0.004963285305511251,0.009014345430956538,-0.004323134081748135,0.001460589247270081,-0.0038862652682454825,-3.458101233551473e-05,0.0008559711276283064,0.002304881925707826,0.004748773680948525,-0.003863977586792158,-0.007773244478120316,-0.002276121218948478,0.005701168262301168,-0.001339493179769707,-0.0043791714563795325
2018-11-2610:37,42600,42600,42550,42550,9137,-50,,-0.0009341151440966437,0.002203125899756841,0.0096465430968095,0.0018214315281410284,-0.003983441467572618,-0.0049632853055112626,0.009014345430956536,-0.004323134081748137,0.0014605892472700729,-0.003886265268245455,0.0008559711276282956,-3.458101233550844e-05,0.0023048819257078263,0.00474877368094854,-0.003863977586792158,-0.00777324447812033,-0.0022761212189484673,0.005701168262301157,-0.0013394931797696835,-0.004379171456379533
2018-11-2610:33,42550,42550,42450,42450,33138,-100,,-0.0009341151440966437,0.002203125899756841,0.0096465430968095,0.0018214315281410284,-0.003983441467572618,-0.0049632853055112626,0.009014345430956536,-0.004323134081748137,0.0014605892472700729,-0.003886265268245455,0.0008559711276282956,-3.458101233550844e-05,0.0023048819257078263,0.00474877368094854,-0.003863977586792158,-0.00777324447812033,-0.0022761212189484673,0.005701168262301157,-0.0013394931797696835,-0.004379171456379533
2018-11-2609:41,42500,42550,42500,42550,1546,50,,-0.0009341151440966437,0.002203125899756841,0.0096465430968095,0.0018214315281410284,-0.003983441467572618,-0.0049632853055112626,0.009014345430956536,-0.004323134081748137,0.0014605892472700729,-0.003886265268245455,0.0008559711276282956,-3.458101233550844e-05,0.0023048819257078263,0.00474877368094854,-0.003863977586792158,-0.00777324447812033,-0.0022761212189484673,0.005701168262301157,-0.0013394931797696835,-0.004379171456379533
2018-11-2609:41,42500,42550,42500,42550,1546,50,,-0.0009341151440966437,0.002203125899756841,0.0096465430968095,0.0018214315281410284,-0.003983441467572618,-0.0049632853055112626,0.009014345430956536,-0.004323134081748137,0.0014605892472700729,-0.003886265268245455,0.0008559711276282956,-3.458101233550844e-05,0.0023048819257078263,0.00474877368094854,-0.003863977586792158,-0.00777324447812033,-0.0022761212189484673,0.005701168262301157,-0.0013394931797696835,-0.004379171456379533
2018-11-2314:28,42000,42050,41950,42000,65323,0,,-0.0009341151440966437,0.002203125899756841,0.0096465430968095,0.0018214315281410284,-0.003983441467572618,-0.0049632853055112626,0.009014345430956536,-0.004323134081748137,0.0014605892472700729,-0.003886265268245455,0.0008559711276282956,-3.458101233550844e-05,0.0023048819257078263,0.00474877368094854,-0.003863977586792158,-0.00777324447812033,-0.0022761212189484673,0.005701168262301157,-0.0013394931797696835,-0.004379171456379533
2018-11-2314:23,42050,42050,42000,42050,7927,0,,-0.0009341151440966398,0.002203125899756815,0.009646543096809512,0.00182143152814104,-0.003983441467572602,0.009014345430956559,-0.004963285305511249,-0.004323134081748128,0.0014605892472700941,-0.0038862652682454908,0.0008559711276283045,-3.4581012335528744e-05,0.0023048819257078393,0.004748773680948534,-0.003863977586792168,-0.00777324447812032,-0.0022761212189484903,0.005701168262301164,-0.0013394931797697102,-0.004379171456379538
2018-11-2313:07,42100,42100,42050,42100,28781,0,,-0.0009341151440966398,0.002203125899756815,0.009646543096809512,0.00182143152814104,-0.003983441467572602,0.009014345430956559,-0.004963285305511249,-0.004323134081748128,0.0014605892472700941,-0.0038862652682454908,0.0008559711276283045,-3.4581012335528744e-05,0.0023048819257078393,0.004748773680948534,-0.003863977586792168,-0.00777324447812032,-0.0022761212189484903,0.005701168262301164,-0.0013394931797697102,-0.004379171456379538
2018-11-2313:07,42100,42100,42050,42100,28781,0,,-0.0009341151440966398,0.002203125899756815,0.009646543096809512,0.00182143152814104,-0.003983441467572602,0.009014345430956559,-0.004963285305511249,-0.004323134081748128,0.0014605892472700941,-0.0038862652682454908,0.0008559711276283045,-3.4581012335528744e-05,0.0023048819257078393,0.004748773680948534,-0.003863977586792168,-0.00777324447812032,-0.0022761212189484903,0.005701168262301164,-0.0013394931797697102,-0.004379171456379538
2018-11-2313:07,42100,42100,42050,42100,28781,0,,-0.0009341151440966398,0.002203125899756815,0.009646543096809512,0.00182143152814104,-0.003983441467572602,0.009014345430956559,-0.004963285305511249,-0.004323134081748128,0.0014605892472700941,-0.0038862652682454908,0.0008559711276283045,-3.4581012335528744e-05,0.0023048819257078393,0.004748773680948534,-0.003863977586792168,-0.00777324447812032,-0.0022761212189484903,0.005701168262301164,-0.0013394931797697102,-0.004379171456379538
2018-11-2313:05,42150,42150,42050,42100,27912,-50,,-0.0009341151440966437,0.002203125899756841,0.0096465430968095,0.0018214315281410284,-0.003983441467572618,-0.0049632853055112626,0.009014345430956536,-0.004323134081748137,0.0014605892472700729,-0.003886265268245455,0.0008559711276282956,-3.458101233550844e-05,0.0023048819257078263,0.00474877368094854,-0.003863977586792158,-0.00777324447812033,-0.0022761212189484673,0.005701168262301157,-0.0013394931797696835,-0.004379171456379533
2018-11-2311:44,42100,42100,42050,42050,5455,-50,,-0.0009341151440966437,0.002203125899756841,0.0096465430968095,0.0018214315281410284,-0.003983441467572618,-0.0049632853055112626,0.009014345430956536,-0.004323134081748137,0.0014605892472700729,-0.003886265268245455,0.0008559711276282956,-3.458101233550844e-05,0.0023048819257078263,0.00474877368094854,-0.003863977586792158,-0.00777324447812033,-0.0022761212189484673,0.005701168262301157,-0.0013394931797696835,-0.004379171456379533
2018-11-2311:13,42050,42100,42050,42050,9188,0,,-0.0009341151440966437,0.002203125899756841,0.0096465430968095,0.0018214315281410284,-0.003983441467572618,-0.0049632853055112626,0.009014345430956536,-0.004323134081748137,0.0014605892472700729,-0.003886265268245455,0.0008559711276282956,-3.458101233550844e-05,0.0023048819257078263,0.00474877368094854,-0.003863977586792158,-0.00777324447812033,-0.0022761212189484673,0.005701168262301157,-0.0013394931797696835,-0.004379171456379533
2018-11-2311:11,42050,42050,42000,42050,33090,0,,-0.0009341151440966533,0.002203125899756826,0.009646543096809504,0.001821431528141014,-0.0039834414675725995,-0.004963285305511244,0.009014345430956534,-0.0043231340817481145,0.0014605892472700742,-0.003886265268245474,0.0008559711276283196,-3.45810123355078e-05,0.0023048819257078424,0.004748773680948509,-0.00386397758679216,-0.0022761212189484838,-0.007773244478120324,0.005701168262301171,-0.0013394931797697002,-0.004379171456379534
2018-11-2310:58,42100,42150,42050,42050,38452,-50,,-0.0009341151440966335,0.002203125899756816,0.009646543096809505,0.0018214315281410492,-0.0039834414675726,-0.004963285305511263,0.009014345430956543,-0.004323134081748146,0.0014605892472700783,-0.0038862652682454704,0.0008559711276282902,0.002304881925707813,-3.458101233550628e-05,0.00474877368094854,-0.0038639775867921637,-0.002276121218948458,-0.00777324447812033,0.005701168262301156,-0.0013394931797696932,-0.004379171456379536
2018-11-2211:52,42550,42550,42500,42550,4657,0,,-0.0009341151440966138,0.0022031258997568474,0.009646543096809498,0.0018214315281410282,-0.0039834414675726,-0.004963285305511277,0.00901434543095653,-0.0043231340817481215,-0.0038862652682454956,0.0014605892472700753,0.0008559711276283199,0.00230488192570782,-3.458101233550172e-05,0.0047487736809484985,-0.0038639775867921797,-0.0022761212189484677,-0.0077732444781203145,0.0057011682623011786,-0.001339493179769697,-0.004379171456379529
2018-11-2114:31,42050,42100,42050,42100,6574,50,,-0.0009341151440966724,0.002203125899756793,0.009646543096809526,0.0018214315281410297,-0.003983441467572585,0.009014345430956545,-0.004963285305511214,-0.004323134081748132,-0.003886265268245487,0.0014605892472700712,0.0008559711276283275,0.002304881925707852,-3.458101233551812e-05,0.004748773680948501,-0.003863977586792142,-0.0022761212189484903,-0.00777324447812032,0.005701168262301173,-0.0013394931797697158,-0.004379171456379542
2018-11-2114:09,42150,42150,42100,42150,13326,0,,-0.0009341151440966724,0.002203125899756793,0.009646543096809526,0.0018214315281410297,-0.003983441467572585,0.009014345430956545,-0.004963285305511214,-0.004323134081748132,-0.003886265268245487,0.0014605892472700712,0.0008559711276283275,0.002304881925707852,-3.458101233551812e-05,0.004748773680948501,-0.003863977586792142,-0.0022761212189484903,-0.00777324447812032,0.005701168262301173,-0.0013394931797697158,-0.004379171456379542
2018-11-2111:22,42050,42100,42050,42050,10136,0,,-0.0009341151440966724,0.002203125899756793,0.009646543096809526,0.0018214315281410297,-0.003983441467572585,0.009014345430956545,-0.004963285305511214,-0.004323134081748132,-0.003886265268245487,0.0014605892472700712,0.0008559711276283275,0.002304881925707852,-3.458101233551812e-05,0.004748773680948501,-0.003863977586792142,-0.0022761212189484903,-0.00777324447812032,0.005701168262301173,-0.0013394931797697158,-0.004379171456379542
2018-11-2110:58,42000,42050,42000,42050,8496,50,,-0.0009341151440966724,0.002203125899756793,0.009646543096809526,0.0018214315281410297,-0.003983441467572585,0.009014345430956545,-0.004963285305511214,-0.004323134081748132,-0.003886265268245487,0.0014605892472700712,0.0008559711276283275,0.002304881925707852,-3.458101233551812e-05,0.004748773680948501,-0.003863977586792142,-0.0022761212189484903,-0.00777324447812032,0.005701168262301173,-0.0013394931797697158,-0.004379171456379542
2018-11-2110:57,42050,42050,42000,42050,10909,0,,-0.0009341151440966724,0.002203125899756793,0.009646543096809526,0.0018214315281410297,-0.003983441467572585,0.009014345430956545,-0.004963285305511214,-0.004323134081748132,-0.003886265268245487,0.0014605892472700712,0.0008559711276283275,0.002304881925707852,-3.458101233551812e-05,0.004748773680948501,-0.003863977586792142,-0.0022761212189484903,-0.00777324447812032,0.005701168262301173,-0.0013394931797697158,-0.004379171456379542
2018-11-2110:04,41850,41900,41850,41850,4112,0,,-0.0009341151440966543,0.0022031258997568222,0.009646543096809512,0.0018214315281410384,-0.003983441467572615,0.009014345430956557,-0.0049632853055112435,-0.004323134081748129,0.0008559711276283054,-0.0038862652682454656,0.001460589247270064,0.0023048819257078467,-3.458101233552537e-05,0.004748773680948536,-0.003863977586792163,-0.002276121218948489,-0.007773244478120328,0.005701168262301159,-0.0013394931797696974,-0.004379171456379533
2018-11-2109:49,41850,41850,41800,41800,10341,-50,,-0.0009341151440966543,0.0022031258997568222,0.009646543096809512,0.0018214315281410384,-0.003983441467572615,0.009014345430956557,-0.0049632853055112435,-0.004323134081748129,0.0008559711276283054,-0.0038862652682454656,0.001460589247270064,0.0023048819257078467,-3.458101233552537e-05,0.004748773680948536,-0.003863977586792163,-0.002276121218948489,-0.007773244478120328,0.005701168262301159,-0.0013394931797696974,-0.004379171456379533
2018-11-2014:30,42700,42750,42700,42700,10442,0,,-0.0014055221455710931,0.0003552733944921752,0.009119770431964392,0.0027233441549892445,-0.003419052419571226,0.008188012031984248,-0.005365853878857315,-0.004806020063375228,0.0007984481940869432,-0.004782181092965426,0.0005013510839859983,0.0014399334361484108,-0.002094384437932576,0.005536025903359786,-0.0037275345577452972,-0.0031139626957559065,-0.00817590485418507,0.005422591494813008,-0.0009818672650797832,0.0037875332852147134
2018-11-2014:15,42750,42800,42750,42750,6187,0,,-0.0014055221455710931,0.0003552733944921752,0.009119770431964392,0.0027233441549892445,-0.003419052419571226,0.008188012031984248,-0.005365853878857315,-0.004806020063375228,0.0007984481940869432,-0.004782181092965426,0.0005013510839859983,0.0014399334361484108,-0.002094384437932576,0.005536025903359786,-0.0037275345577452972,-0.0031139626957559065,-0.00817590485418507,0.005422591494813008,-0.0009818672650797832,0.0037875332852147134
2018-11-2014:15,42750,42800,42750,42750,6187,0,,-0.0014055221455710931,0.0003552733944921752,0.009119770431964392,0.0027233441549892445,-0.003419052419571226,0.008188012031984248,-0.005365853878857315,-0.004806020063375228,0.0007984481940869432,-0.004782181092965426,0.0005013510839859983,0.0014399334361484108,-0.002094384437932576,0.005536025903359786,-0.0037275345577452972,-0.0031139626957559065,-0.00817590485418507,0.005422591494813008,-0.0009818672650797832,0.0037875332852147134
2018-11-2013:57,42800,42800,42700,42750,41900,-50,,-0.0014055221455710931,0.0003552733944921752,0.009119770431964392,0.0027233441549892445,-0.003419052419571226,0.008188012031984248,-0.005365853878857315,-0.004806020063375228,0.0007984481940869432,-0.004782181092965426,0.0005013510839859983,0.0014399334361484108,-0.002094384437932576,0.005536025903359786,-0.0037275345577452972,-0.0031139626957559065,-0.00817590485418507,0.005422591494813008,-0.0009818672650797832,0.0037875332852147134
2018-11-2012:12,42800,42850,42800,42800,11261,0,,-0.0014055221455710931,0.0003552733944921752,0.009119770431964392,0.0027233441549892445,-0.003419052419571226,0.008188012031984248,-0.005365853878857315,-0.004806020063375228,0.0007984481940869432,-0.004782181092965426,0.0005013510839859983,0.0014399334361484108,-0.002094384437932576,0.005536025903359786,-0.0037275345577452972,-0.0031139626957559065,-0.00817590485418507,0.005422591494813008,-0.0009818672650797832,0.0037875332852147134
2018-11-1910:53,43650,43750,43650,43700,13206,50,,-0.0014055221455710931,0.0003552733944921752,0.009119770431964392,0.0027233441549892445,-0.003419052419571226,0.008188012031984248,-0.005365853878857315,-0.004806020063375228,0.0007984481940869432,-0.004782181092965426,0.0005013510839859983,0.0014399334361484108,-0.002094384437932576,0.005536025903359786,-0.0037275345577452972,-0.0031139626957559065,-0.00817590485418507,0.005422591494813008,-0.0009818672650797832,0.0037875332852147134
2018-11-1516:00,44200,44250,44200,44200,9065,0,,-0.0014055221455710931,0.0003552733944921752,0.009119770431964392,0.0027233441549892445,-0.003419052419571226,0.008188012031984248,-0.005365853878857315,-0.004806020063375228,0.0007984481940869432,-0.004782181092965426,0.0005013510839859983,0.0014399334361484108,-0.002094384437932576,0.005536025903359786,-0.0037275345577452972,-0.0031139626957559065,-0.00817590485418507,0.005422591494813008,-0.0009818672650797832,0.0037875332852147134
2018-11-1514:00,43950,43950,43900,43900,1018,-50,,-0.0014055221455711092,0.00035527339449215533,0.00911977043196438,0.002723344154989253,-0.003419052419571212,0.008188012031984254,-0.0053658538788573075,-0.0048060200633752385,0.000798448194086942,-0.004782181092965414,0.001439933436148414,0.0005013510839859877,-0.0020943844379325634,0.005536025903359782,-0.003727534557745282,-0.00817590485418508,-0.0031139626957559026,0.005422591494813013,-0.0009818672650797665,0.0037875332852147013
2018-11-1513:50,43800,43850,43800,43850,2099,50,,-0.0014055221455711092,0.00035527339449215533,0.00911977043196438,0.002723344154989253,-0.003419052419571212,0.008188012031984254,-0.0053658538788573075,-0.0048060200633752385,0.000798448194086942,-0.004782181092965414,0.001439933436148414,0.0005013510839859877,-0.0020943844379325634,0.005536025903359782,-0.003727534557745282,-0.00817590485418508,-0.0031139626957559026,0.005422591494813013,-0.0009818672650797665,0.0037875332852147013
2018-11-1512:00,43750,43800,43750,43750,8197,0,,-0.0009341151440966356,0.0022031258997568188,0.009646543096809509,0.0018214315281410462,-0.003983441467572598,0.009014345430956548,-0.004963285305511248,-0.004323134081748124,0.0008559711276283,0.001460589247270109,-3.458101233552487e-05,-0.0038862652682454973,0.0023048819257078276,0.004748773680948527,-0.003863977586792172,-0.007773244478120316,-0.0022761212189484873,0.005701168262301165,-0.004379171456379532,-0.0013394931797697152
2018-11-1511:13,43800,43950,43800,43900,19377,100,,-0.0009341151440966426,0.0022031258997568196,0.009646543096809507,0.0018214315281410412,-0.003983441467572612,0.009014345430956536,-0.004963285305511252,-0.004323134081748132,0.0008559711276282958,0.0014605892472700909,-0.0038862652682454682,-3.458101233550496e-05,0.002304881925707822,0.0047487736809485375,-0.0038639775867921693,-0.00777324447812032,-0.002276121218948462,0.005701168262301154,-0.00437917145637954,-0.0013394931797697004
2018-11-1511:00,43850,43850,43750,43750,7158,-100,,-0.0009341151440966318,0.0022031258997568036,0.009646543096809505,-0.003983441467572616,0.0018214315281410618,0.00901434543095654,-0.004963285305511256,-0.0043231340817481345,0.0008559711276282805,0.00146058924727009,-0.003886265268245451,-3.458101233550965e-05,0.0023048819257078116,0.004748773680948552,-0.0038639775867921706,-0.0022761212189484612,-0.007773244478120337,0.00570116826230114,-0.004379171456379539,-0.0013394931797696826
2018-11-1411:00,43950,44000,43950,43950,13747,0,,-0.0009341151440966318,0.0022031258997568036,0.009646543096809505,-0.003983441467572616,0.0018214315281410618,0.00901434543095654,-0.004963285305511256,-0.0043231340817481345,0.0008559711276282805,0.00146058924727009,-0.003886265268245451,-3.458101233550965e-05,0.0023048819257078116,0.004748773680948552,-0.0038639775867921706,-0.0022761212189484612,-0.007773244478120337,0.00570116826230114,-0.004379171456379539,-0.0013394931797696826
2018-11-1309:39,43650,43650,43600,43600,21580,-50,,-0.0009341151440966531,0.0022031258997568105,0.00964654309680951,0.0018214315281410494,-0.003983441467572607,0.009014345430956555,-0.004963285305511238,-0.004323134081748146,0.0008559711276283024,0.0014605892472700798,-0.0038862652682454656,0.002304881925707828,-3.458101233551196e-05,0.004748773680948517,-0.0038639775867921524,-0.002276121218948478,-0.007773244478120316,0.0057011682623011655,-0.004379171456379544,-0.001339493179769706
2018-11-1309:35,43600,43650,43550,43650,24455,50,,-0.000934115144096639,0.002203125899756818,0.009646543096809516,-0.0039834414675726185,0.0018214315281410503,0.009014345430956541,-0.004963285305511262,-0.00432313408174813,0.0008559711276282891,0.0014605892472700863,-0.0038862652682454695,0.002304881925707822,-3.458101233550681e-05,0.004748773680948535,-0.00386397758679216,-0.0022761212189484595,-0.007773244478120344,0.005701168262301161,-0.0043791714563795395,-0.0013394931797696891
2018-11-1214:20,45050,45150,45050,45150,22361,100,,-0.0009341151440966531,0.0022031258997568105,0.00964654309680951,0.0018214315281410494,-0.003983441467572607,0.009014345430956555,-0.004963285305511238,-0.004323134081748146,0.0008559711276283024,0.0014605892472700798,-0.0038862652682454656,0.002304881925707828,-3.458101233551196e-05,0.004748773680948517,-0.0038639775867921524,-0.002276121218948478,-0.007773244478120316,0.0057011682623011655,-0.004379171456379544,-0.001339493179769706
2018-11-1210:30,44650,44650,44600,44600,5191,-50,,-0.0009341151440966531,0.0022031258997568105,0.00964654309680951,0.0018214315281410494,-0.003983441467572607,0.009014345430956555,-0.004963285305511238,-0.004323134081748146,0.0008559711276283024,0.0014605892472700798,-0.0038862652682454656,0.002304881925707828,-3.458101233551196e-05,0.004748773680948517,-0.0038639775867921524,-0.002276121218948478,-0.007773244478120316,0.0057011682623011655,-0.004379171456379544,-0.001339493179769706
2018-11-0909:58,44000,44100,44000,44050,36899,50,,-0.0009341151440966531,0.0022031258997568105,0.00964654309680951,0.0018214315281410494,-0.003983441467572607,0.009014345430956555,-0.004963285305511238,-0.004323134081748146,0.0008559711276283024,0.0014605892472700798,-0.0038862652682454656,0.002304881925707828,-3.458101233551196e-05,0.004748773680948517,-0.0038639775867921524,-0.002276121218948478,-0.007773244478120316,0.0057011682623011655,-0.004379171456379544,-0.001339493179769706
2018-11-0909:38,44350,44400,44300,44300,12266,-50,,-0.0009341151440966632,0.0022031258997568122,0.009646543096809509,0.001821431528141026,-0.003983441467572588,0.009014345430956534,-0.004963285305511229,-0.004323134081748125,0.0008559711276283204,0.0014605892472700662,-0.0038862652682454795,0.0023048819257078437,-3.4581012335509994e-05,0.004748773680948513,-0.0038639775867921563,-0.0022761212189484864,-0.007773244478120321,0.005701168262301167,-0.0013394931797697015,-0.004379171456379531
2018-11-0811:07,44650,44700,44650,44650,5483,0,,-0.0009341151440966632,0.0022031258997568122,0.009646543096809509,0.001821431528141026,-0.003983441467572588,0.009014345430956534,-0.004963285305511229,-0.004323134081748125,0.0008559711276283204,0.0014605892472700662,-0.0038862652682454795,0.0023048819257078437,-3.4581012335509994e-05,0.004748773680948513,-0.0038639775867921563,-0.0022761212189484864,-0.007773244478120321,0.005701168262301167,-0.0013394931797697015,-0.004379171456379531
2018-11-0810:48,44750,44800,44750,44750,22712,0,,-0.0009341151440966543,0.0022031258997568222,0.009646543096809512,0.0018214315281410384,-0.003983441467572615,0.009014345430956557,-0.0049632853055112435,-0.004323134081748129,0.0008559711276283054,-0.0038862652682454656,0.001460589247270064,0.0023048819257078467,-3.458101233552537e-05,0.004748773680948536,-0.003863977586792163,-0.002276121218948489,-0.007773244478120328,0.005701168262301159,-0.0013394931797696974,-0.004379171456379533
2018-11-0809:48,44750,44800,44750,44800,20959,50,,-0.001405522145571106,0.0003552733944921663,0.009119770431964387,0.008188012031984259,0.0027233441549892406,-0.0034190524195712125,-0.005365853878857298,-0.004806020063375235,0.0007984481940869561,-0.004782181092965425,0.0005013510839859926,0.0014399334361484206,-0.002094384437932582,0.00553602590335978,-0.0037275345577452925,-0.003113962695755917,-0.008175904854185059,0.005422591494813011,-0.0009818672650797886,0.003787533285214707
2018-11-0712:00,43900,43900,43850,43850,6153,-50,,-0.001405522145571106,0.0003552733944921663,0.009119770431964387,0.008188012031984259,0.0027233441549892406,-0.0034190524195712125,-0.005365853878857298,-0.004806020063375235,0.0007984481940869561,-0.004782181092965425,0.0005013510839859926,0.0014399334361484206,-0.002094384437932582,0.00553602590335978,-0.0037275345577452925,-0.003113962695755917,-0.008175904854185059,0.005422591494813011,-0.0009818672650797886,0.003787533285214707
2018-11-0711:10,43900,43950,43900,43900,4997,0,,-0.0014055221455711146,0.0003552733944921591,0.009119770431964389,0.008188012031984247,-0.003419052419571219,0.0027233441549892453,-0.005365853878857296,-0.004806020063375223,0.0007984481940869513,-0.004782181092965428,0.000501351083985998,0.0014399334361484253,-0.002094384437932584,0.005536025903359794,-0.0037275345577452977,-0.003113962695755917,-0.008175904854185075,0.005422591494813015,-0.0009818672650797812,0.003787533285214716
2018-11-0615:02,43200,43300,43200,43300,30837,100,,-0.0014055221455711146,0.0003552733944921591,0.009119770431964389,0.008188012031984247,-0.003419052419571219,0.0027233441549892453,-0.005365853878857296,-0.004806020063375223,0.0007984481940869513,-0.004782181092965428,0.000501351083985998,0.0014399334361484253,-0.002094384437932584,0.005536025903359794,-0.0037275345577452977,-0.003113962695755917,-0.008175904854185075,0.005422591494813015,-0.0009818672650797812,0.003787533285214716
2018-11-0614:37,43050,43100,43050,43050,62801,0,,-0.0014055221455711146,0.0003552733944921591,0.009119770431964389,0.008188012031984247,-0.003419052419571219,0.0027233441549892453,-0.005365853878857296,-0.004806020063375223,0.0007984481940869513,-0.004782181092965428,0.000501351083985998,0.0014399334361484253,-0.002094384437932584,0.005536025903359794,-0.0037275345577452977,-0.003113962695755917,-0.008175904854185075,0.005422591494813015,-0.0009818672650797812,0.003787533285214716
2018-11-0609:41,43500,43600,43450,43550,31476,50,,-0.0014055221455711146,0.0003552733944921591,0.009119770431964389,0.008188012031984247,-0.003419052419571219,0.0027233441549892453,-0.005365853878857296,-0.004806020063375223,0.0007984481940869513,-0.004782181092965428,0.000501351083985998,0.0014399334361484253,-0.002094384437932584,0.005536025903359794,-0.0037275345577452977,-0.003113962695755917,-0.008175904854185075,0.005422591494813015,-0.0009818672650797812,0.003787533285214716
2018-11-0513:01,43350,43350,43300,43300,11642,-50,,-0.0014055221455711146,0.0003552733944921591,0.009119770431964389,0.008188012031984247,-0.003419052419571219,0.0027233441549892453,-0.005365853878857296,-0.004806020063375223,0.0007984481940869513,-0.004782181092965428,0.000501351083985998,0.0014399334361484253,-0.002094384437932584,0.005536025903359794,-0.0037275345577452977,-0.003113962695755917,-0.008175904854185075,0.005422591494813015,-0.0009818672650797812,0.003787533285214716
2018-11-0513:00,43300,43350,43250,43300,15212,0,,-0.0014055221455711124,0.00035527339449218574,0.009119770431964382,0.008188012031984267,-0.003419052419571217,0.00272334415498924,-0.0053658538788572884,-0.004806020063375236,0.0007984481940869307,-0.004782181092965403,0.0014399334361484286,0.0005013510839859984,-0.002094384437932594,0.005536025903359783,-0.0031139626957559165,-0.003727534557745297,-0.008175904854185071,0.005422591494813003,-0.0009818672650797884,0.003787533285214703
2018-11-0215:03,43950,44000,43900,43950,65567,0,,-0.0014055221455711124,0.00035527339449218574,0.009119770431964382,0.008188012031984267,-0.003419052419571217,0.00272334415498924,-0.0053658538788572884,-0.004806020063375236,0.0007984481940869307,-0.004782181092965403,0.0014399334361484286,0.0005013510839859984,-0.002094384437932594,0.005536025903359783,-0.0031139626957559165,-0.003727534557745297,-0.008175904854185071,0.005422591494813003,-0.0009818672650797884,0.003787533285214703
